Index,0 [STRING] [0x0],1 [BYTE] [0x10],2 [STRING] [0x4],3 [BYTE] [0x11],4 [BYTE] [0x12],5 [BYTE] [0x13],6 [BYTE] [0x14],7 [BYTE] [0x15],8 [STRING] [0x8],9 [STRING] [0xC],10 [USHORT] [0x24],11 [USHORT] [0x26],12 [UBYTE] [0x28],13 [UINT] [0x18],14 [UBYTE] [0x29],15 [INT] [0x1C],16 [INT] [0x20]
2001411,"照明元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作照明元件。","",25919,0,1,67046,0,83,85
2001412,"纠缠红树枝",0,"",0,0,1,0,0,"扭在一起的硬树枝，这种树只生长在纠缠沼泽林中。","",22416,0,15,67046,0,83,85
2001413,"纠缠红树原木",0,"",0,0,1,0,0,"初步切割过的原木，这种树只生长在纠缠沼泽林中。","",22410,0,5,67046,0,83,85
2001414,"排气元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作排气元件。","",25919,0,1,67047,0,83,85
2001415,"高纯度水之碎晶",0,"",0,0,1,0,0,"这块碎晶中的以太已经完全失去了平衡，除了水属性之外竟然无法检测到任何其他属性。","",20002,0,15,67047,0,83,85
2001416,"高纯度水之晶簇",0,"",0,0,1,0,0,"这块晶簇中的以太已经完全失去了平衡，除了水属性之外竟然无法检测到任何其他属性。","",20014,0,5,67047,0,83,85
2001417,"废品紧急处理元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作废品紧急处理元件。","",25919,0,1,67048,0,83,85
2001418,"强韧的魔界花卷须",0,"",0,0,1,0,0,"非常结实的魔界花卷须，不知道是怎么长出来的……","",21662,0,1,67048,0,83,85
2001419,"青磷水箱元件",0,"",0,0,1,0,0,"加工用的材料，用于制作青磷水箱。","",20956,0,1,67049,0,83,85
2001420,"43式强化纤维",0,"",0,0,1,0,0,"帝国军用来制作防具的强化纤维。","",20901,0,1,67049,0,83,85
2001421,"驾驶器元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作驾驶器元件。","",25919,0,1,67055,0,83,85
2001422,"雪公鱼",0,"",0,0,1,0,0,"阿巴拉提亚公鱼的一个亚种，从身上的肉质来看这种鱼能够在冷水中生活。","",29310,0,3,67056,0,83,85
2001423,"紧急逃生工具的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作紧急逃生工具。","",25919,0,1,67056,0,83,85
2001424,"红玉云杉枝",0,"",0,0,1,0,0,"红玉云杉的树枝，有着深邃的红色。","",22416,0,15,67057,0,83,85
2001425,"红玉云杉原木",0,"",0,0,1,0,0,"红玉云杉的原木，有着深邃的红色。","",22413,0,5,67057,0,83,85
2001426,"战神矿",0,"",0,0,1,0,0,"用于锻造战神钢的矿石。","",21202,0,15,67058,0,83,85
2001427,"优质的战神矿",0,"",0,0,1,0,0,"用于锻造战神钢的矿石，品质很赞。","",21203,0,5,67058,0,83,85
2001428,"装钱的皮包",0,"",0,0,1,0,0,"装了很多金币的钱袋，看起来挺重……","",25919,0,1,67059,0,83,85
2001429,"抗震元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作抗震元件。","",25919,0,1,67059,0,83,85
2001430,"令人害怕的外灵质",0,"",0,0,1,0,0,"半灵体的物质，有着极高的以太传导率。","",21264,0,1,67102,0,83,85
2001431,"辅助空气动力元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作辅助空气动力元件。","",25919,0,3,67103,0,83,85
2001432,"装饰元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作装饰元件。","",25919,0,1,67104,0,83,85
2001433,"缠头带",0,"",0,0,1,0,0,"东方的勇士在庆典时所戴的头带。","",47401,1,1,67079,3,83,85
2001434,"轻量化元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作轻量化元件。","",25919,0,1,67058,0,83,85
2001435,"预备水箱元件的材料",0,"",0,0,1,0,0,"加工用的材料，用于制作预备水箱元件。","",25919,0,1,67057,0,83,85
2001436,"日光石",0,"",0,0,1,0,0,"象征太阳的红玉，其中蕴含着某种魔法。","",20001,1,1,0,0,83,85
2001437,"月光石",0,"",0,0,1,0,0,"象征月亮的苍玉，其中蕴含着某种魔法。","",20002,1,1,0,0,83,85
2001438,"星光石",0,"",0,0,1,0,0,"象征明星的黄玉，其中蕴含着某种魔法。","",20006,1,1,0,0,83,85
2001439,"偏属性水晶碎片",0,"",0,0,1,0,0,"能够将风属性转变为土属性的水晶碎片。","",20664,1,3,67029,3,83,85
2001440,"给拉雅·奥·神纳的密信",0,"",0,0,1,0,0,"阿·卢恩·神纳寄给拉雅·奥·神纳的信。","",25918,0,1,67106,0,83,85
2001441,"给坏妖精的信",0,"",0,0,1,0,0,"为了引出邮差莫古力前辈而伪造的信。","",25918,0,1,67106,0,83,85
2001442,"给斯威古雷尔的信",0,"",0,0,1,0,0,"给红燕陆战队斯威古雷尔副漩士的信。","",25918,0,1,67107,0,83,85
2001443,"给瓦瓦拉哥的信",0,"",0,0,1,0,0,"乌尔达哈的商人罗罗迦尔给瓦瓦拉哥的信。","",25918,0,1,67108,0,83,85
2001444,"给罗罗迦尔的信",0,"",0,0,1,0,0,"写有交易地点的信。","",25918,0,1,67108,0,83,85
2001445,"给美容师的信",0,"",0,0,1,0,0,"给美容师让代莱纳的信，字迹工整漂亮。","",25918,0,1,67109,0,83,85
2001446,"罗罗迦尔的货箱",0,"",0,0,1,0,0,"里面装有罗罗迦尔全部的财产。","",26316,1,1,67108,3,83,85
2001447,"小钥匙",0,"",0,0,1,0,0,"在披雪大冰壁得到的小钥匙。","",25904,0,1,0,0,83,85
2001448,"异端者的钥匙",0,"",0,0,1,0,0,"在披雪大冰壁得到的异端者的钥匙。","",25902,0,1,0,0,83,85
2001449,"给玛舞·利扎的信",0,"",0,0,1,0,0,"作为一封信来说……有点太重了……","",25918,0,1,67110,0,83,85
2001450,"给乌拉·利扎的信",0,"",0,0,1,0,0,"玛舞·利扎写给失散多年的姐姐的信。","",25918,0,1,67110,0,83,85
2001451,"朽坏的吉光",0,"",0,0,1,0,0,"朽坏的吉光残骸。","",21003,1,1,67115,3,83,85
2001452,"矾土晶粒",0,"",0,0,1,0,0,"死化奇美拉胃中积蓄的矾土颗粒。据说奇美拉吞下这种矿物来作为火焰吐息的催化剂。","",21204,1,1,67115,3,83,85
2001453,"无限城的石板",0,"",0,0,1,0,0,"第五星历的遗物，在部分收藏者眼里是至宝。","",26201,1,1,67115,3,83,85
2001454,"«正忍记»",0,"",0,0,1,0,0,"一本传记，记载着传奇忍者佐助的半生。","",26002,1,1,67115,3,83,85
2001455,"伊弗利特之火",0,"",0,0,1,0,0,"火狱主宰之火，熊熊燃烧的火焰永不熄灭。","",25911,1,1,67115,3,83,85
2001456,"迦楼罗之风",0,"",0,0,1,0,0,"风狱主宰之风，夹杂着摄人心魄的尖啸声。","",25901,1,1,67115,3,83,85
2001457,"泰坦之土",0,"",0,0,1,0,0,"土狱主宰之土，熔岩中融入了大地的愤怒。","",21464,1,1,67115,3,83,85
2001458,"一叠崇拜信",0,"",0,0,1,0,0,"一大叠写给剑斗士弗朗茨的崇拜信，大概有100多张……","",23001,0,1,65572,0,83,85
2001459,"剑斗大会的海报",0,"",0,0,1,0,0,"剑斗士弗朗茨也将会参加比赛！至于其他的参赛者……都有谁来着？","",25906,1,2,65572,3,181,367
2001460,"剑斗大会的传单",0,"",0,0,1,0,0,"剑斗士弗朗茨也将会参加比赛！！！！感叹号好像有点多……","",26153,0,2,65572,0,83,85
2001461,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001462,"破旧的瓶子",0,"",0,0,1,0,0,"破旧且肮脏的葡萄酒瓶。","",25057,1,1,65581,3,83,85
2001463,"年代久远的魔导书",0,"",0,0,1,0,0,"罗薇娜会馆丢失的古老魔导书。","",26002,1,1,65636,3,83,85
2001464,"同心铃",0,"",0,0,1,0,0,"铃铛的响声能够让所有人知道典礼马上就要开始下一个阶段了。","",26104,3140,1,0,0,83,367
2001465,"给人工生命的信",0,"",0,0,1,0,0,"乌尔达哈的商人给“人工生命”吟游诗人团体的信。","",25918,0,1,65569,0,83,85
2001466,"黑兔堂的收据",0,"",0,0,1,0,0,"上面记载了黑兔堂各种交易的详细记录。","",26151,0,1,65569,0,83,85
2001467,"巴特商会的票据",0,"",0,0,1,0,0,"与巴特商会进行交易后得到的票据。","",25928,0,1,65569,0,83,85
2001468,"合同副本",0,"",0,0,1,0,0,"莉休休与“人工生命”签署的合同的副本。","",26152,0,1,65569,0,83,85
2001469,"调查书副本",0,"",0,0,1,0,0,"莉休休记录的格里达尼亚物流情报的副本。","",26153,0,1,65569,0,83,85
2001470,"异端者的羊皮纸",0,"",0,0,1,0,0,"异端者的羊皮纸，上面罗列着一些文字和数字。","",25906,1,1,65610,3,83,85
2001471,"异端者的书简",0,"",0,0,1,0,0,"夺自异端者的书简。","",25906,1,1,0,3,83,85
2001472,"牢狱的钥匙",0,"",0,0,1,0,0,"在放浪神古神殿拿到的小钥匙。","",25904,0,1,0,0,83,85
2001473,"十二神戒指",0,"",0,0,1,0,0,"在经过巡礼之后，戒指受到了十二神的祝福。","",48164,1,1,67114,3,83,85
2001474,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001475,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001476,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001477,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001478,"漂亮的耳饰",0,"",0,0,1,0,0,"带有漂亮图案的耳饰。","",48541,1,1,65581,3,83,85
2001479,"给玛舞·利扎的信",0,"",0,0,1,0,0,"乌拉·利扎写给妹妹的信。","",25918,0,1,67110,0,83,85
2001480,"给维蒙德的信",0,"",0,0,1,0,0,"邮差莫古力前辈所给的一封寄信人不明的信。","",25918,0,1,65776,0,83,85
2001481,"诱拐犯留下的信",0,"",0,0,1,0,0,"犯罪组织紫烟兄弟会发来的恐吓信，上面写着他们提出的要求。","",26151,0,1,65776,0,83,85
2001482,"天秤银行的支票",0,"",0,0,1,0,0,"维蒙德从天秤银行贷了大量资金的票据。","",26152,0,1,65776,0,83,85
2001483,"青磷水的期货票据",0,"",0,0,1,0,0,"向辛特戈特购买青磷水的票据。","",25928,0,1,65776,0,83,85
2001484,"令人怜爱的红花",0,"",0,0,1,0,0,"雷蒙德的妻子所给的一朵红花。","",25003,0,1,65776,0,83,85
2001485,"给朗贝尔坦的信",0,"",0,0,1,0,0,"零组的成员写给朗贝尔坦的信。","",25918,0,3,65780,0,83,85
2001486,"属性转移理论概说的原本",0,"",0,0,1,0,0,"朗贝尔坦著作的«属性转移理论概说»的一套原本。","",26002,0,1,0,0,83,85
2001487,"美丽的盆栽",0,"",0,0,1,0,0,"朗贝尔坦为研究会而准备的种有美丽花朵的盆栽。","",25008,1,1,65780,3,83,85
2001488,"绝灵壶",0,"",0,0,1,0,0,"以太传导率很低的素烧壶。","",22603,1,1,65780,3,83,85
2001489,"采石用碎石锤",0,"",0,0,1,0,0,"采取偏属性水晶用的碎石锤。","",38051,1,1,65780,3,83,85
2001490,"偏属性水晶",0,"",0,0,1,0,0,"装有偏属性水晶的绝灵壶。","",22603,0,1,65780,0,83,85
2001491,"给德雷斯特的信",0,"",0,0,1,0,0,"不知道是谁写给德雷斯特的信。","",25918,0,1,65777,0,83,85
2001492,"肮脏的皮袋",0,"",0,0,1,0,0,"里面装有德雷斯特的全部财产，不过比想象的轻不少……","",25919,0,1,65777,0,83,85
2001493,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001494,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001495,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001496,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001497,"守护天节的灯笼",0,"",0,0,1,0,0,"守护天节时用到的灯笼，用南瓜做成，风格有点诡异。","",24153,0,3,65773,0,83,85
2001498,"收缴来的木箱",0,"",0,0,1,0,0,"从黑市商人那里收缴来的木箱，里面装有一些武器。","",21003,0,1,65901,3,83,85
2001499,"给密亚·莫尔柯特的信",0,"",0,0,1,0,0,"写给隶属白羊师团的密亚·莫尔柯特师团长的私信。","",25918,0,1,67111,0,83,85
2001500,"给希希菈的信",0,"",0,0,1,0,0,"父亲希希巴鲁寄给女儿希希菈的信。","",25918,0,1,67112,0,83,85
2001501,"商贸神豌豆的根",0,"",0,0,1,0,0,"生长在干燥地带的商贸神豌豆的根。","",25005,0,3,67112,0,83,85
2001502,"遗物首饰",0,"",0,0,1,0,0,"这件首饰是希希菈母亲的遗物。","",48315,0,1,67112,0,83,85
2001503,"给安瑟姆的挑战书",0,"",0,0,1,0,0,"费布拉斯写给安瑟姆的挑战书。","",26151,0,1,67113,0,83,85
2001504,"给可可布奇的信",0,"",0,0,1,0,0,"铜刃团发给可可布奇的信，请求他能够协助调查。","",25918,0,1,65778,0,83,85
2001505,"咒术师行会藏书目录",0,"",0,0,1,0,0,"上面记载了整个咒术师行会的所有藏书。","",26002,0,1,65778,0,83,85
2001506,"给吉吉卢恩的信",0,"",0,0,1,0,0,"这是要还给布鲁盖尔商会的班戈·赞戈的信。","",25918,0,1,65779,0,83,85
2001507,"43式点火装置",0,"",0,0,1,0,0,"在帝国历43年设计出来的点火装置，可以兼容所有43制式的器械……你没看错，所有都兼容！","",21003,1,1,65646,0,83,85
2001508,"财团的废品",0,"",0,0,1,0,0,"装着斗技场财团废弃物的木箱。","",21003,1,3,65739,0,83,85
2001509,"散发异臭的麻袋",0,"",0,0,1,0,0,"这个麻袋散发着难以用语言形容的异臭。","",25919,1,1,65739,0,83,85
2001510,"装硬币的皮袋",0,"",0,0,1,0,0,"装着沉甸甸情报费的皮袋子。","",25919,1,1,65684,0,83,85
2001511,"变身游行传单",0,"",0,0,1,0,0,"大陆马戏团要主办一次热热闹闹的变身游行。","",25906,0,3,65774,0,83,85
2001512,"（仮）魔道書",0,"",0,0,1,0,0,"（仮）古代図書館で手に入れた魔道書","",26002,1,1,0,0,83,85
2001513,"送往雪绒花商会的货物",0,"",0,0,1,0,0,"送往雪绒花商会的货物，上面没有做任何标记。","",23001,1,1,65859,0,83,85
2001514,"高级饲料",0,"",0,0,1,0,0,"混有很多种牧草，营养十足。","",25020,0,1,65788,0,83,85
2001515,"忘了带走的眼镜",0,"",0,0,1,0,0,"小队长的夫人忘了带走的眼镜，很重要很重要。","",41301,0,1,65845,0,83,85
2001516,"陆行鸟尾羽",0,"",0,0,1,0,0,"这根羽毛简直和拉拉菲尔的手臂一样长。","",21901,0,1,65825,0,83,85
2001517,"星神卡片",0,"",0,0,1,0,0,"一个小孩子写的明信片，希望这些消息能够传达给行星神妮美雅。","",25918,0,1,65787,0,83,85
2001518,"幸运星礼物",0,"",0,0,1,0,0,"一位匿名的富豪专门为了星芒节所准备的礼物。","",26107,0,1,65787,0,83,85
2001519,"放错的星神卡片",0,"",0,0,1,0,0,"即使是非著名调查员也无法查明这张卡片为什么会被放到礼物盒里。","",25918,0,1,65787,0,83,85
2001520,"星神卡片",0,"",0,0,1,0,0,"格里达尼亚的一个小孩子写的明信片，希望这些消息能够传达给行星神妮美雅。","",25918,0,1,65783,0,83,85
2001521,"幸运星礼物",0,"",0,0,1,0,0,"一位匿名的富豪专门为了星芒节所准备的礼物。","",26107,0,1,65783,0,83,85
2001522,"星神卡片",0,"",0,0,1,0,0,"利姆萨·罗敏萨的一个小孩子写的明信片，希望这些消息能够传达给行星神妮美雅。","",25918,0,1,65784,0,83,85
2001523,"幸运星礼物",0,"",0,0,1,0,0,"一位匿名的富豪专门为了星芒节所准备的礼物。","",26107,0,1,65784,0,83,85
2001524,"星神卡片",0,"",0,0,1,0,0,"乌尔达哈的一个小孩子写的明信片，希望这些消息能够传达给行星神妮美雅。","",25918,0,1,65785,0,83,85
2001525,"幸运星礼物",0,"",0,0,1,0,0,"一位匿名的富豪专门为了星芒节所准备的礼物。","",26107,0,1,65785,0,83,85
2001526,"遗物手镯",0,"",0,0,1,0,0,"大胆的设计以及精密的工艺，相信没有任何人能够挑出这个手镯的问题。","",48805,0,1,65890,0,83,85
2001527,"放错的星神卡片",0,"",0,0,1,0,0,"即使是非著名调查员也无法查明这张卡片为什么会被放到礼物盒里。","",25918,0,1,65890,0,83,85
2001528,"巴特拉尔的尖角",0,"",0,0,1,0,0,"妖异巴特拉尔的尖角，很尖锐，在部分收藏者眼里是至宝。","",22204,0,1,65893,0,83,85
2001529,"6号哥布林钢板",0,"",0,0,1,0,0,"6号哥布林坦克的装甲板，很结实，在部分收藏者眼里是至宝。","",20957,0,1,65893,0,83,85
2001530,"那罗希摩的皮膜",0,"",0,0,1,0,0,"凶兽那罗希摩的皮膜，很坚韧，在部分收藏者眼里是至宝。","",21822,0,1,65893,0,83,85
2001531,"芬里尔的尖牙",0,"",0,0,1,0,0,"冰狼芬里尔的尖牙，很冰冷，在部分收藏者眼里是至宝。","",22303,0,1,65893,0,83,85
2001532,"黄辉石",0,"",0,0,1,0,0,"发出淡黄色诡异光辉的矿石，产自黄金谷。","",21207,0,1,65894,0,83,85
2001533,"虚无魔布",0,"",0,0,1,0,0,"这种不祥的布只可能来自妖异的虚无界。","",23003,0,1,65894,0,83,85
2001534,"无限城纸片",0,"",0,0,1,0,0,"带有魔力的古老纸片，是无限城文明遗留的产物。","",26151,0,1,65894,0,83,85
2001535,"苍茫玉",0,"",0,0,1,0,0,"纯白色的珍珠，产自苍茫洋的深处。","",21287,0,1,65894,0,83,85
2001536,"冬贝利王的血液",0,"",0,0,1,0,0,"即使从冬贝利王的身体里抽了出来，血液中仍然能够感受到那浓浓的怨恨。","",22601,0,1,65895,0,83,85
2001537,"岩窟王的血液",0,"",0,0,1,0,0,"百臂巨人的血液有着超出想象的活力，所以这一种族才能够存活至今。","",22601,0,1,65895,0,83,85
2001538,"克拉肯的血液",0,"",0,0,1,0,0,"巨大海妖克拉肯的血液并不是红色的，这种颜色让人有种说不出的不快感。","",20662,0,1,65895,0,83,85
2001539,"代言者的血液",0,"",0,0,1,0,0,"研究遗迹的学者认为驱动巨大石像的魔力正是来自于这古老代言者的血液。","",22601,0,1,65895,0,83,85
2001540,"古城的秘宝",0,"",0,0,1,0,0,"在无限城古堡中发现的秘宝。","",25916,0,1,65896,0,83,85
2001541,"灯塔的秘宝",0,"",0,0,1,0,0,"在天狼星灯塔中发现的秘宝。","",25916,0,1,65896,0,83,85
2001542,"墓园的秘宝",0,"",0,0,1,0,0,"在塔姆塔拉墓园中发现的秘宝。","",25916,0,1,65896,0,83,85
2001543,"城塞的秘宝",0,"",0,0,1,0,0,"在石卫塔中发现的秘宝。","",25916,0,1,65896,0,83,85
2001544,"给拉雅·奥·神纳的信",0,"",0,0,1,0,0,"邮差莫古力前辈写的信，信上写有对邮递员工作有帮助的小窍门。","",25918,0,1,65898,0,83,85
2001545,"微脏的瓶子",0,"",0,0,1,0,0,"疑似装炼金药用的小瓶子。","",20665,0,1,65962,3,83,85
2001546,"买花的钱",0,"",0,0,1,0,0,"伊达所给的装有买花钱的皮袋。","",26001,0,1,65906,3,83,85
2001547,"梅茵菲娜雏菊",0,"",0,0,1,0,0,"冠有月亮神梅茵菲娜之名的白色花朵。","",26024,0,1,65906,3,83,85
2001548,"可疑物品",0,"",0,0,1,0,0,"可能混有炸弹的可疑物品。","",21003,0,4,65903,3,83,85
2001549,"东方风格的魔笛",0,"",0,0,1,0,0,"魔笛里能感受到一股强大的力量。","",22204,1,1,65968,3,83,85
2001550,"给朗德内尔的信",0,"",0,0,1,0,0,"不知道是谁写给朗德内尔的信。","",25918,0,1,66032,0,83,85
2001551,"索恩朝时代的宝物地图",0,"",0,0,1,0,0,"古老的地图，应该记载着索恩朝时代宝物的位置。<br>推荐等级：40级","",26151,1,1,0,0,83,85
2001552,"迷宫宝珠",0,"",0,0,1,0,0,"宝珠中通过大魔法师诺亚的梦幻法术封入了调查古代人迷宫时的记忆。","",22624,1,1,66034,0,83,85
2001553,"晶塔宝珠",0,"",0,0,1,0,0,"宝珠中通过大魔法师诺亚的梦幻法术封入了调查希尔科斯塔时的记忆。","",22625,1,1,66034,0,83,85
2001554,"异界宝珠",0,"",0,0,1,0,0,"宝珠中通过大魔法师诺亚的梦幻法术封入了调查暗之世界时的记忆。","",22626,1,1,66034,0,83,85
2001555,"特别搭乘许可证",0,"",0,0,1,0,0,"高风飞行社发行的特别航空票，目的地是金碟游乐场。","",26153,0,1,65970,0,83,85
2001556,"香木护身符",0,"",0,0,1,0,0,"用香木雕刻的护身符，是恋人节的赠礼。","",25001,0,1,66051,0,83,85
2001557,"放有原石的信",0,"",0,0,1,0,0,"附有细小黄玉原石的信，是恋人节的赠礼。","",25918,0,1,66059,0,83,85
2001558,"薄荷巧克力",0,"",0,0,1,0,0,"加入薄荷的自制巧克力，是恋人节的赠礼。","",24065,0,1,66063,0,83,85
2001559,"亡灵裹布",0,"",0,0,1,0,0,"亡灵的衣料，材质不明。","",23155,1,1,66029,0,83,85
2001560,"高纯度蒸馏水",0,"",0,0,1,0,0,"无限接近纯水的蒸馏水。","",20601,1,1,66029,0,83,85
2001561,"珍藏的蒸馏酒",0,"",0,0,1,0,0,"加尔赞珍藏的散发着醇厚芳香的蒸馏酒。","",25936,0,1,66096,0,83,85
2001562,"彩蛋卡",0,"",0,0,1,0,0,"放在彩蛋里的卡片，可以换奖品。","",22630,0,2,66092,0,83,85
2001563,"幸运彩蛋卡",0,"",0,0,1,0,0,"放在彩蛋里的卡片，可以换奖品。","",22631,0,1,66092,0,83,85
2001564,"咳咳鳞粉蛋",0,"",0,0,1,0,0,"对蝴蝶的鳞粉施以幻术制成的彩蛋，有着能够产生烟雾的效果。","",21308,0,1,66093,0,83,85
2001565,"识破鳞粉珠",0,"",0,0,1,0,0,"对蝴蝶的鳞粉施以幻术制成的珠子，有着能够识破变身的效果。","",26015,1,3,66095,3,83,85
2001566,"驱幻晶粉末",0,"",0,0,1,0,0,"能够除去乔装面具幻影的特殊粉末。","",22623,0,1,66028,0,83,85
2001567,"帝国军认证密钥",0,"",0,0,1,0,0,"能够解除帝国军安全认证的钥匙。","",26014,1,99,0,0,83,85
2001568,"云卵石",0,"",0,0,1,0,0,"寄宿有浮岛种子的卵状结晶。","",20204,1,99,0,0,83,85
2001569,"钢铁制操纵杆",0,"",0,0,1,0,0,"可能是从开闭装置上卸下来的钢铁操纵杆。","",22305,1,1,0,0,83,85
2001570,"骑兵驻所的钥匙",0,"",0,0,1,0,0,"暮卫塔骑兵驻所的钥匙。","",25904,1,1,0,0,83,85
2001571,"作战会议室的钥匙",0,"",0,0,1,0,0,"暮卫塔作战会议室的钥匙。","",25904,1,1,0,0,83,85
2001572,"黯淡硬毛",0,"",0,0,1,0,0,"魔物身上的硬毛，色彩非常黯淡。","",22007,1,3,67121,3,83,85
2001573,"暖和的包裹",0,"",0,0,1,0,0,"伊索多尔忘记拿走的包裹，在库尔札斯的寒风中已经开始变凉了。","",26109,1,1,67122,3,83,85
2001574,"泉水水晶",0,"",0,0,1,0,0,"带有强大水属性之力的水晶，有大量的水从中涌出。","",20002,1,1,67130,3,83,85
2001575,"以太收束器的论文",0,"",0,0,1,0,0,"玛托雅写的以太收束器的论文，上面全是读不懂的字。","",26161,1,1,67196,3,83,85
2001576,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001577,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0
2001578,"异端者的信",0,"",0,0,1,0,0,"异端者们留下的信，好像是联络记录。","",26153,1,3,67141,3,83,85
2001579,"南加幼崽的肉",0,"",0,0,1,0,0,"宁基南加幼体的肉，非常松软。","",25155,1,1,67150,3,83,85
2001580,"南加幼崽的肉",0,"",0,0,1,0,0,"宁基南加幼体的肉，非常松软。","",25155,1,3,67148,3,83,85
2001581,"白云花",0,"",0,0,1,0,0,"由于想象力的匮乏，几乎所有龙堡和阿巴拉提亚地区的白花都会以云来命名，这种花也毫不例外。","",22627,1,3,67156,3,83,85
2001582,"☓未使用",0,"",0,0,1,0,0,"☓未使用","",25906,1,1,0,3,83,85
2001583,"新作绘饰石",0,"",0,0,1,0,0,"涂了水彩的圆形石头，设计太过新潮，并看不出来哪里好。","",21210,1,1,67158,3,83,85
2001584,"牦牛毛皮",0,"",0,0,1,0,0,"覆盖着粗糙硬毛的牦牛毛皮。","",21655,1,2,67144,3,83,85
2001585,"封印楔石",0,"",0,0,1,0,0,"封印魔法所需的楔石，用于封印放浪神古神殿。","",21451,0,1,67207,0,83,85
2001586,"封印大楔石",0,"",0,0,1,0,0,"封印魔法所需的大楔石，用于封印放浪神古神殿。","",21451,0,1,67208,0,83,85
2001587,"空壶",0,"",0,0,1,0,0,"里面什么都没有，是空的。","",25055,0,1,67209,0,83,85
2001588,"妖异研究者的货物",0,"",0,0,1,0,0,"里面装有与妖异相关的东西。","",26111,0,1,67211,0,83,85
2001589,"密斯里尔·哈特的战斧",0,"",0,0,1,0,0,"刻有上古英雄密斯里尔·哈特名字的狂野战斧。","",31441,0,1,66121,0,83,85
2001590,"断气的鲑鱼",0,"",0,0,1,0,0,"为了产卵逆流而上，最终断了气。","",29203,1,1,66124,3,83,85
2001591,"新鲜香草",0,"",0,0,1,0,0,"龙堡内陆低地采取的新鲜香草。","",25002,1,1,67529,3,83,85
2001592,"特制香葡萄酒",0,"",0,0,1,0,0,"给希丽莎的热葡萄酒，里面放了香草。","",25057,1,1,67530,3,83,85
2001593,"特制香葡萄酒",0,"",0,0,1,0,0,"给热拉迪厄的热葡萄酒，里面放了香草。","",25057,1,1,67531,3,83,85
2001594,"小羚羊腿肉",0,"",0,0,1,0,0,"小羚羊的大腿肉，上面都是筋，很有嚼头。","",25157,0,3,67268,0,83,85
2001595,"亨明的皮袋",0,"",0,0,1,0,0,"英嘉蕾特的祖父——亨明的皮袋。","",26110,0,3,67272,0,83,85
2001596,"护身符碎片",0,"",0,0,1,0,0,"家族发给骑兵的护身符，现今已经成为了碎片。","",20009,0,3,67273,0,83,85
2001597,"冠恐鸟腿肉",0,"",0,0,1,0,0,"冠恐鸟发达大腿的肉。","",25154,0,3,67274,0,83,85
2001598,"刚做好的盒饭",0,"",0,0,1,0,0,"随军烹调师做的盒饭，刚出锅还热乎着。","",21005,0,3,67275,0,83,85
2001599,"无伤飞膜",0,"",0,0,1,0,0,"风筝猫的飞膜，上面没有任何伤痕。","",21955,0,1,67284,0,83,85
2001600,"妮美雅百合",0,"",0,0,1,0,0,"老婆婆所给的妮美雅百合。","",26024,0,1,67288,0,83,85
2001601,"蔷薇骑兵团的武具",0,"",0,0,1,0,0,"瓦努族夺走的蔷薇骑兵团的武具。","",21003,0,3,67294,0,83,85
2001602,"牦牛毛皮",0,"",0,0,1,0,0,"覆盖着粗糙硬毛的牦牛毛皮。","",21655,0,3,67299,0,83,85
2001603,"空葡萄酒瓶",0,"",0,0,1,0,0,"让泰洛所给的葡萄酒空瓶子。","",27608,0,1,67303,0,83,85
2001604,"隐秘温泉的泉水",0,"",0,0,1,0,0,"能够加快伤口治愈的隐秘温泉的泉水。","",27608,0,1,67303,0,83,85
2001605,"军用陆行鸟的羽毛",0,"",0,0,1,0,0,"军用陆行鸟掉落的黄色羽毛。","",21901,0,1,67304,0,83,85
2001606,"瑟瑟发抖的小猫？",0,"",0,0,1,0,0,"一直在发抖的小动物，像是一只小猫咪。","",4552,0,1,67290,0,83,85
2001607,"荧光菇",0,"",0,0,1,0,0,"散发着黯淡光芒的奇妙蘑菇。","",25402,0,1,67314,0,83,85
2001608,"满是孢子的野菜",0,"",0,0,1,0,0,"涂满了荧光菇孢子的基萨尔野菜。","",25218,0,1,67314,0,83,85
